Blue,Green,Yellow,Red,Orange
531,853,1315,1670,814
547,932,1394,1733,902
570,1017,1458,1791,985
592,1081,1498,1825,1053
629,1157,1509,1837,1112
657,1191,1511,1815,1137
686,1204,1482,1818,1130
722,1201,1439,1815,1094
759,1189,1380,1815,1032
792,1161,1336,1830,959
832,1133,1297,1859,880
860,1097,1260,1905,810
875,1080,1229,1918,747
870,1052,1198,1917,708
857,1014,1164,1882,676
837,989,1138,1822,649
823,965,1113,1734,624
811,961,1100,1652,597
820,961,1099,1566,589
840,985,1120,1500,570
856,1002,1127,1446,567
850,1011,1128,1409,549
842,1003,1122,1377,553
811,980,1099,1337,548
770,925,1063,1297,544
708,863,999,1251,538
646,793,943,1204,535
589,728,907,1163,529
545,679,858,1121,530
513,641,832,1106,530
496,607,811,1089,530
483,595,801,1087,527
482,585,815,1097,528
474,587,825,1122,530
473,591,849,1160,533
478,596,884,1217,536
483,615,938,1265,542
485,642,999,1339,553
496,677,1071,1425,558
502,731,1147,1502,564
514,788,1234,1590,564
550,858,1302,1665,579
555,944,1364,1711,582
583,1022,1416,1743,588
610,1097,1469,1777,584
643,1158,1482,1784,582
685,1211,1471,1786,590
728,1237,1450,1795,589
765,1235,1430,1796,593
805,1220,1372,1815,598
837,1186,1337,1841,602
859,1157,1299,1868,614
877,1118,1251,1899,619
882,1079,1209,1904,624
862,1041,1179,1888,622
839,1009,1153,1862,618
831,977,1121,1809,613
819,963,1106,1721,600
823,963,1093,1628,590
831,980,1112,1560,581
852,994,1126,1504,572
855,1012,1119,1452,563
851,1002,1124,1396,551
823,980,1095,1361,551
783,937,1062,1315,543
722,874,1015,1265,534
659,815,958,1213,540
605,744,902,1178,530
562,686,867,1135,528
526,647,827,1104,525
499,622,798,1081,526
487,594,786,1069,532
479,588,776,1070,526
474,580,773,1059,520
473,576,769,1061,524
471,576,772,1065,531
475,593,791,1079,523
481,597,797,1090,525
483,623,830,1120,525
493,657,864,1146,527
500,714,904,1190,527
526,775,972,1239,532
541,845,1030,1296,538
565,937,1118,1365,542
603,1025,1195,1452,552
632,1108,1268,1518,558
672,1178,1324,1596,567
714,1238,1376,1671,576
762,1273,1400,1717,579
806,1271,1399,1771,587
843,1247,1376,1825,600
869,1220,1345,1855,604
888,1170,1294,1894,608
879,1118,1255,1891,615
875,1062,1197,1902,616
853,1027,1158,1872,619
837,991,1126,1824,613
824,964,1117,1759,602
818,965,1103,1683,591
830,973,1103,1603,585
839,988,1114,1536,568
847,1000,1117,1468,561
847,997,1104,1416,549
817,976,1094,1360,550
788,934,1061,1321,543
736,877,1013,1267,535
670,821,972,1219,540
617,757,913,1168,534
569,701,870,1138,531
535,660,833,1111,523
506,624,814,1090,524
490,609,790,1079,522
483,595,782,1063,526
482,584,772,1069,525
472,583,772,1059,519
476,579,765,1063,521
475,585,774,1060,527
477,586,787,1065,523
484,611,806,1088,524
490,644,832,1111,523
499,677,868,1149,527
513,739,923,1207,532
531,807,982,1261,535
563,886,1070,1345,547
590,988,1150,1444,559
621,1071,1240,1555,563
672,1167,1325,1667,582
714,1242,1399,1772,586
765,1297,1433,1878,601
815,1320,1447,1964,613
851,1315,1447,2015,620
881,1280,1414,2046,626
895,1240,1370,2042,630
899,1185,1306,1988,627
876,1125,1242,1918,617
871,1064,1191,1829,609
848,1009,1143,1729,598
832,980,1115,1635,586
830,969,1093,1539,573
834,986,1089,1471,563
846,983,1096,1428,556
848,996,1109,1391,552
855,993,1106,1362,544
827,978,1092,1334,545
796,947,1062,1300,551
743,890,1022,1265,533
687,825,973,1226,527
635,778,923,1193,530
589,718,879,1147,530
542,670,844,1123,521
512,636,823,1104,520
497,620,798,1086,524
485,600,789,1079,521
482,586,776,1074,524
478,588,775,1068,518
476,579,768,1069,524
474,578,773,1070,518
472,589,782,1069,523
482,601,788,1084,520
490,626,815,1102,524
498,660,845,1145,524
511,709,894,1179,533
525,768,955,1241,538
556,844,1025,1330,548
579,943,1109,1433,556
615,1032,1199,1560,565
665,1138,1293,1688,580
713,1223,1370,1822,598
758,1290,1437,1948,610
813,1343,1484,2059,626
853,1350,1481,2113,633
878,1328,1463,2145,635
900,1286,1415,2116,641
907,1223,1349,2056,633
890,1155,1287,1944,620
869,1087,1226,1821,611
843,1028,1174,1698,591
835,1001,1134,1596,578
831,981,1120,1512,568
831,983,1115,1454,562
844,991,1124,1410,554
850,999,1129,1398,551
841,996,1137,1373,552
827,979,1121,1359,547
799,942,1098,1327,551
747,897,1072,1301,536
691,838,1021,1273,541
639,783,975,1233,537
586,728,939,1199,541
553,684,893,1182,542
515,647,862,1155,547
498,623,838,1141,551
486,606,819,1123,557
483,596,813,1111,570
474,587,797,1100,599
472,581,798,1094,631
473,574,793,1092,680
475,581,797,1092,741
467,593,818,1102,823
481,612,838,1117,909
489,642,866,1138,999
497,674,902,1175,1084
516,737,960,1225,1154
539,808,1025,1275,1198
563,898,1096,1335,1215
591,982,1183,1410,1193
643,1090,1268,1472,1139
691,1179,1359,1542,1054
738,1257,1407,1597,965
786,1304,1446,1630,872
827,1337,1454,1635,787
845,1324,1438,1610,711
854,1268,1388,1573,658
844,1207,1325,1510,617
822,1118,1253,1453,588
779,1018,1154,1375,571
728,919,1072,1309,554
681,839,1002,1254,539
632,774,950,1217,543
592,723,906,1189,534
571,681,881,1182,539
550,664,869,1201,544
540,652,864,1213,540
535,644,858,1251,551
523,639,858,1301,554
514,631,839,1363,565
505,628,841,1413,580
502,617,848,1495,584
499,620,831,1553,592
491,612,837,1598,598
486,606,832,1629,601
483,599,828,1632,603
485,597,827,1607,604
471,585,829,1549,598
477,585,831,1512,577
470,585,850,1464,580
471,583,875,1418,572
474,594,909,1398,568
481,603,961,1401,568
480,624,1010,1434,565
487,644,1066,1474,564
498,690,1125,1521,565
515,734,1187,1578,572
529,792,1242,1617,578
554,865,1301,1653,573
598,958,1354,1697,578
640,1048,1398,1706,581
685,1148,1446,1725,577
736,1231,1489,1735,578
785,1307,1509,1736,576
826,1341,1511,1719,574
858,1338,1499,1687,573
873,1319,1455,1644,573
858,1252,1391,1600,569
825,1168,1313,1538,559
788,1068,1250,1489,557
742,969,1191,1454,551
686,881,1135,1431,557
639,800,1113,1437,554
604,752,1094,1448,558
569,709,1105,1489,571
547,688,1110,1530,570
529,668,1110,1582,576
522,658,1112,1630,585
516,652,1103,1661,590
507,645,1073,1697,599
504,637,1038,1709,598
489,624,989,1713,605
486,617,953,1701,604
484,606,910,1685,606
483,609,882,1657,602
481,596,858,1608,594
475,596,842,1546,591
468,582,839,1492,580
470,585,844,1420,570
472,583,856,1382,563
465,582,876,1353,559
467,591,908,1345,554
466,591,951,1360,556
469,600,996,1396,556
476,630,1042,1434,558
487,652,1098,1487,565
494,691,1145,1526,563
511,748,1199,1568,562
530,811,1240,1599,566
555,890,1285,1622,570
594,966,1328,1649,570
632,1057,1368,1659,569
678,1149,1413,1678,564
728,1228,1451,1683,569
776,1285,1473,1685,576
821,1320,1481,1679,566
855,1329,1483,1666,564
880,1301,1451,1646,562
868,1242,1395,1605,563
856,1169,1348,1586,560
820,1085,1293,1561,557
774,999,1250,1529,560
715,903,1208,1527,560
654,824,1183,1542,562
607,759,1161,1575,564
559,703,1151,1610,576
529,670,1133,1651,582
502,645,1106,1684,591
489,625,1087,1724,594
481,617,1060,1743,597
474,603,1019,1757,606
473,611,977,1743,603
472,594,934,1721,609
471,592,900,1684,601
468,593,872,1633,597
467,587,847,1562,586
469,591,839,1491,582
465,573,834,1428,569
465,572,841,1371,563
462,577,860,1346,559
463,580,883,1321,559
461,580,920,1335,549
469,594,957,1360,554
468,607,1005,1398,553
477,623,1057,1445,553
480,647,1107,1494,563
486,684,1153,1537,567
498,727,1189,1569,571
519,783,1221,1592,569
544,856,1261,1610,573
573,933,1292,1625,571
616,1018,1335,1636,568
655,1109,1376,1649,568
701,1193,1411,1655,566
750,1249,1427,1660,565
799,1292,1450,1659,560
827,1311,1449,1635,562
853,1295,1416,1610,564
861,1249,1363,1556,557
845,1178,1294,1513,560
812,1087,1218,1443,550
772,997,1135,1387,544
716,900,1057,1333,547
662,818,984,1311,544
608,747,932,1297,544
568,682,879,1311,546
535,634,852,1331,554
506,615,823,1380,562
487,589,811,1428,575
474,570,799,1473,584
469,565,796,1526,586
468,562,799,1548,587
461,555,798,1543,590
461,559,789,1532,585
460,559,787,1484,585
463,556,791,1429,578
458,558,798,1377,568
459,557,792,1330,559
456,559,812,1284,553
457,560,828,1263,546
457,565,863,1273,548
457,568,893,1282,543
458,575,928,1311,543
465,586,963,1355,549
468,594,1008,1399,548
471,607,1040,1437,553
475,614,1061,1467,562
483,620,1072,1491,562
494,631,1067,1481,555
503,646,1061,1466,559
515,664,1041,1431,559
541,694,1008,1401,555
576,715,1008,1371,546
607,756,1005,1341,549
656,792,1004,1332,547
700,837,1016,1324,545
732,877,1035,1320,539
768,914,1062,1331,542
791,944,1078,1335,547
804,938,1073,1339,544
792,927,1064,1330,547
764,887,1040,1335,542
721,846,1012,1340,544
682,794,977,1349,555
627,746,941,1358,553
580,683,903,1384,559
540,648,866,1425,564
517,615,850,1473,572
497,591,832,1519,584
483,575,823,1547,586
472,575,810,1567,592
468,560,809,1569,598
469,557,800,1543,591
463,555,790,1493,584
460,554,796,1455,565
463,559,795,1395,565
462,563,794,1343,559
463,576,818,1313,554
464,586,843,1296,549
463,608,889,1312,545
472,634,936,1354,549
481,673,999,1426,556
492,723,1078,1526,569
503,779,1160,1642,576
521,831,1245,1764,586
530,899,1326,1900,605
547,951,1384,2020,619
562,995,1430,2086,626
576,1028,1447,2158,633
585,1057,1440,2169,633
608,1052,1399,2137,636
611,1037,1351,2086,632
632,1014,1286,1980,619
656,986,1239,1890,602
685,976,1193,1773,600
710,957,1171,1690,589
742,955,1150,1608,576
776,954,1148,1557,567
795,968,1163,1544,561
798,959,1182,1544,562
799,953,1195,1565,570
778,926,1212,1603,570
741,891,1217,1662,576
697,846,1211,1720,592
646,798,1208,1773,591
612,753,1200,1835,605
566,707,1170,1875,611
526,664,1133,1896,615
509,641,1097,1897,618
493,618,1051,1870,619
482,597,1011,1818,621
476,591,963,1745,604
470,584,917,1650,597
465,573,895,1561,586
462,572,866,1468,581
462,575,860,1384,564
470,575,855,1340,557
477,579,867,1310,556
479,588,884,1303,557
487,602,924,1319,563
509,623,956,1388,567
532,657,1014,1460,588
559,694,1071,1560,611
593,741,1135,1657,650
635,794,1196,1783,690
676,843,1260,1890,735
720,889,1298,1980,797
751,932,1325,2040,854
781,965,1334,2077,918
797,978,1323,2059,990
808,983,1297,2011,1035
801,981,1266,1946,1069
804,966,1221,1851,1086
788,953,1189,1754,1090
791,949,1161,1664,1061
800,939,1146,1605,1019
807,946,1154,1552,960
815,958,1173,1545,897
814,964,1197,1550,830
825,968,1213,1583,771
815,966,1244,1635,725
802,943,1261,1689,684
768,921,1270,1757,659
723,871,1264,1824,646
679,822,1252,1880,639
639,779,1228,1929,639
591,725,1181,1943,633
544,682,1133,1941,632
520,650,1086,1895,630
503,617,1032,1847,620
489,599,981,1758,610
474,590,928,1667,601
472,577,887,1560,594
469,574,855,1460,577
469,565,842,1372,563
466,571,820,1308,559
466,581,828,1293,544
461,586,842,1283,548
471,604,880,1313,551
474,622,920,1353,552
481,660,983,1445,566
493,702,1054,1547,575
496,748,1134,1674,590
511,812,1218,1812,604
523,870,1292,1937,617
534,927,1357,2045,631
551,982,1414,2154,637
559,1032,1455,2190,643
572,1056,1458,2205,647
573,1068,1439,2171,639
592,1071,1396,2103,633
596,1051,1347,1992,623
607,1015,1277,1877,600
633,985,1228,1756,594
653,956,1182,1651,589
679,941,1151,1571,573
710,937,1147,1535,567
744,930,1157,1530,563
766,943,1174,1552,566
782,950,1204,1609,575
788,945,1238,1671,579
779,934,1253,1749,594
762,907,1269,1834,603
729,876,1276,1900,613
682,831,1257,1962,625
645,786,1224,1983,624
597,733,1188,1988,633
559,687,1131,1961,628
528,650,1075,1892,627
506,623,1017,1805,614
489,598,965,1707,598
482,583,917,1595,590
465,573,879,1477,575
465,569,838,1401,564
461,556,827,1322,554
461,553,812,1271,544
461,560,819,1256,547
458,559,843,1269,548
460,559,860,1300,560
466,569,893,1369,557
466,579,924,1448,569
465,586,967,1540,576
469,596,1008,1645,586
471,606,1045,1740,606
472,617,1067,1826,608
480,631,1097,1864,611
478,638,1098,1909,622
489,635,1083,1897,622
493,643,1063,1865,615
497,651,1039,1777,611
508,661,1003,1703,596
523,669,980,1621,589
547,689,968,1551,577
569,705,964,1461,571
605,730,971,1417,563
626,774,996,1414,559
676,803,1036,1435,561
711,846,1085,1492,566
754,880,1145,1554,571
767,910,1183,1651,582
775,922,1243,1744,591
773,921,1277,1843,602
764,904,1293,1933,613
732,873,1284,1981,623
689,836,1262,2015,634
642,783,1230,2015,629
608,741,1181,1987,630
567,696,1118,1930,622
538,656,1053,1816,612
507,619,989,1712,606
491,602,937,1604,589
479,583,887,1482,576
470,565,860,1395,561
462,570,837,1318,553
465,568,823,1272,550
467,571,830,1269,539
467,580,845,1287,547
469,594,877,1329,550
470,619,922,1397,562
473,642,979,1498,567
484,688,1058,1628,583
493,734,1128,1752,597
505,786,1211,1885,613
519,845,1285,2017,634
527,908,1358,2119,644
539,960,1429,2209,651
555,1011,1457,2232,648
561,1046,1468,2219,645
564,1061,1458,2163,641
572,1071,1421,2070,624
589,1044,1374,1950,613
587,1016,1304,1829,600
600,977,1246,1707,585
611,946,1185,1609,576
631,920,1142,1546,566
659,903,1125,1518,564
683,902,1126,1514,564
714,899,1141,1570,570
737,907,1167,1629,584
765,925,1206,1716,591
768,930,1243,1810,602
766,921,1274,1912,613
755,906,1278,1978,620
730,875,1274,2021,632
692,827,1252,2031,629
644,787,1216,2000,632
606,746,1161,1941,623
566,696,1099,1858,614
536,659,1043,1735,605
511,623,984,1627,589
489,606,918,1512,576
482,587,885,1414,563
472,575,854,1337,554
464,568,831,1282,546
461,572,831,1258,541
464,568,832,1271,545
462,586,861,1303,553
472,597,892,1370,558
475,628,941,1463,564
472,659,1005,1592,584
479,709,1069,1714,591
498,743,1152,1862,606
507,799,1239,1973,619
519,855,1318,2096,636
528,916,1387,2171,634
534,969,1438,2237,649
547,1016,1470,2242,641
557,1041,1480,2184,639
565,1052,1459,2121,628
566,1047,1429,2002,616
576,1028,1363,1879,602
581,1001,1296,1770,586
584,960,1231,1667,577
604,924,1175,1582,568
624,898,1137,1539,566
645,876,1114,1529,571
677,876,1124,1547,569
710,891,1135,1620,583
728,894,1168,1691,588
756,918,1205,1790,596
762,928,1239,1873,609
766,917,1259,1946,622
749,904,1261,1999,623
730,874,1253,2020,627
694,841,1236,1995,622
649,791,1184,1944,625
610,752,1131,1858,608
570,704,1067,1758,601
544,657,1011,1643,585
513,627,954,1527,568
496,614,903,1435,566
479,590,870,1354,555
471,571,844,1299,548
467,572,837,1277,543
460,576,844,1287,549
463,588,866,1338,552
466,589,895,1405,559
470,616,943,1498,570
476,643,1004,1622,585
484,683,1064,1743,594
487,729,1135,1883,613
500,773,1215,2002,618
514,821,1280,2092,637
522,884,1343,2167,644
530,939,1402,2201,647
539,982,1442,2192,645
549,1019,1456,2159,640
558,1042,1438,2079,619
560,1043,1405,1980,612
563,1032,1364,1852,588
573,1011,1306,1742,583
580,969,1239,1631,574
589,941,1189,1535,560
603,906,1147,1466,556
621,886,1125,1435,551
649,871,1118,1423,547
673,876,1132,1436,555
702,888,1155,1474,554
729,895,1207,1517,557
756,916,1254,1564,562
762,930,1282,1605,565
757,923,1302,1640,564
742,903,1312,1658,569
720,875,1293,1644,570
691,844,1262,1617,568
647,799,1211,1574,561
613,751,1151,1504,559
570,707,1083,1434,552
542,666,1021,1360,549
511,630,967,1293,541
491,612,917,1245,534
475,591,875,1202,533
465,580,862,1177,531
462,581,866,1173,533
462,588,882,1183,534
458,597,904,1228,537
463,614,942,1263,540
471,640,992,1322,546
473,672,1060,1394,549
482,715,1123,1463,562
489,761,1206,1544,573
498,814,1276,1612,584
508,861,1340,1672,587
524,926,1393,1721,613
528,963,1422,1742,621
548,1005,1446,1763,647
552,1030,1440,1732,677
566,1045,1420,1692,703
577,1038,1387,1647,742
588,1022,1338,1583,793
587,1005,1279,1527,831
613,974,1242,1478,884
631,957,1209,1451,931
656,935,1187,1423,969
683,930,1186,1425,993
706,922,1195,1446,998
737,929,1216,1473,1000
748,935,1241,1514,968
759,931,1265,1551,934
753,924,1290,1587,890
740,914,1296,1607,838
716,881,1298,1629,784
685,841,1275,1603,730
654,800,1240,1595,683
609,761,1194,1539,644
577,708,1147,1486,617
543,672,1080,1417,587
515,640,1025,1360,571
495,611,962,1299,554
478,588,912,1234,547
462,583,870,1190,539
459,570,854,1160,535
455,570,845,1144,528
451,574,844,1151,528
460,576,855,1173,527
456,596,894,1203,537
463,616,924,1244,531
464,644,979,1304,546
473,679,1052,1383,546
481,719,1116,1442,556
492,765,1186,1526,560
505,825,1259,1597,567
519,880,1326,1646,572
525,932,1380,1704,570
542,980,1418,1733,573
557,1023,1448,1744,579
571,1052,1435,1724,574
582,1067,1419,1689,573
610,1074,1388,1642,565
630,1067,1347,1586,564
659,1054,1301,1535,557
679,1039,1254,1479,554
714,1031,1213,1437,545
750,1026,1189,1411,545
776,1020,1177,1384,543
805,1008,1157,1369,543
821,1010,1155,1361,539
827,997,1142,1350,542
821,983,1130,1334,542
797,945,1100,1316,538
769,909,1075,1299,530
735,860,1031,1276,533
687,808,998,1241,535
633,753,955,1203,531
598,708,904,1170,525
554,662,864,1137,523
520,626,836,1109,516
495,600,812,1090,523
479,579,801,1073,520
471,568,793,1072,519
465,562,797,1073,517
456,562,798,1086,521
450,565,810,1110,524
455,571,841,1133,526
456,591,867,1170,527
459,602,912,1221,532
461,629,967,1285,543
471,659,1023,1339,540
478,702,1085,1413,558
484,739,1154,1483,557
492,794,1221,1542,559
510,835,1278,1603,564
522,892,1327,1643,560
533,945,1363,1665,574
548,991,1384,1675,565
564,1018,1382,1664,567
574,1046,1374,1628,564
597,1045,1342,1596,560
614,1045,1308,1543,555
632,1036,1266,1500,553
658,1018,1226,1444,543
675,999,1187,1401,544
704,983,1146,1360,538
719,964,1127,1327,529
735,948,1107,1305,539
744,938,1088,1290,535
748,908,1060,1274,531
726,882,1042,1261,532
719,852,1022,1247,531
690,814,983,1219,534
658,777,961,1197,525
616,734,925,1170,529
579,697,891,1149,522
546,662,860,1131,522
523,624,836,1101,518
501,594,813,1088,513
479,583,796,1070,515
465,570,779,1060,513
461,560,775,1053,518
452,558,787,1058,513
452,553,780,1067,522
450,560,805,1089,521
453,567,829,1114,520
451,576,857,1152,526
460,593,897,1207,535
459,622,943,1254,535
469,648,998,1323,536
471,686,1060,1383,547
482,728,1131,1457,550
496,777,1194,1519,557
506,827,1251,1574,561
517,885,1307,1627,563
529,926,1354,1656,567
552,986,1379,1666,568
569,1020,1397,1664,565
596,1057,1375,1655,563
614,1073,1383,1624,562
635,1090,1358,1593,562
648,1089,1316,1543,553
677,1077,1275,1489,551
702,1060,1236,1445,540
719,1033,1198,1404,545
739,1013,1163,1367,539
741,987,1131,1332,533
744,950,1102,1304,527
740,927,1067,1280,527
732,888,1042,1256,528
700,846,1004,1224,532
667,804,970,1201,527
633,757,934,1174,527
600,715,891,1151,524
564,671,862,1117,518
530,632,833,1104,513
504,605,803,1076,513
484,583,786,1063,515
472,569,773,1049,518
464,560,761,1029,521
451,553,758,1033,518
449,548,755,1025,514
449,549,745,1019,511
451,549,753,1021,514
453,556,756,1020,516
447,565,767,1045,516
454,578,777,1052,514
450,594,805,1070,518
463,620,823,1090,519
470,650,862,1113,519
484,687,893,1147,523
484,731,930,1191,530
503,779,988,1225,528
517,838,1045,1275,530
528,893,1087,1318,538
552,943,1135,1358,536
573,993,1181,1398,540
598,1036,1206,1428,543
626,1076,1239,1443,546
654,1089,1249,1455,541
675,1095,1246,1458,544
699,1093,1245,1459,551
729,1086,1232,1446,546
742,1058,1199,1434,546
753,1034,1175,1424,547
757,999,1143,1429,548
756,966,1106,1421,546
737,921,1076,1436,553
717,873,1036,1467,560
690,837,998,1469,558
654,783,961,1488,567
613,739,929,1503,569
580,700,892,1521,581
550,651,870,1527,575
521,629,845,1534,589
501,605,819,1513,581
487,581,798,1491,577
474,571,787,1451,576
463,561,781,1403,563
458,556,771,1348,556
453,549,770,1282,551
449,550,756,1236,542
455,550,753,1178,539
451,558,754,1146,526
453,562,762,1111,526
453,572,778,1099,523
461,594,792,1102,519
468,614,812,1102,520
470,643,835,1121,517
474,676,871,1141,523
487,715,914,1169,527
501,768,965,1215,529
520,828,1019,1260,529
545,883,1077,1314,534
567,951,1149,1379,544
590,1004,1204,1433,545
616,1056,1271,1493,547
648,1106,1317,1542,551
676,1133,1370,1596,554
700,1152,1393,1639,558
728,1162,1428,1686,566
753,1160,1438,1724,568
763,1134,1446,1757,580
779,1107,1441,1795,583
776,1073,1414,1819,585
763,1026,1395,1836,587
745,972,1354,1858,596
718,918,1312,1861,605
690,864,1248,1854,601
647,807,1188,1831,598
610,750,1117,1789,603
577,702,1043,1738,599
546,664,988,1693,591
514,629,927,1637,591
499,601,886,1577,581
481,584,847,1497,579
471,571,818,1419,569
466,565,797,1350,554
454,556,780,1294,545
458,551,768,1232,540
449,553,765,1174,532
452,552,749,1134,530
453,556,755,1103,525
451,561,762,1097,522
459,573,770,1074,518
459,586,787,1079,523
466,608,807,1089,520
470,634,837,1106,527
478,662,869,1133,523
493,702,914,1164,527
502,766,965,1209,528
521,821,1018,1264,532
541,873,1080,1313,539
567,947,1152,1377,552
593,1008,1228,1438,556
626,1069,1292,1505,571
656,1121,1350,1569,587
695,1170,1397,1623,603
716,1191,1443,1685,623
743,1198,1472,1739,652
771,1195,1486,1797,688
772,1161,1493,1832,726
779,1129,1478,1873,777
770,1084,1464,1903,830
751,1033,1425,1935,882
725,972,1377,1943,925
694,905,1337,1951,968
659,846,1269,1938,1003
626,794,1202,1903,1022
588,743,1143,1873,1029
558,694,1078,1814,1014
533,654,1024,1734,994
507,622,963,1652,948
492,598,909,1550,897
468,578,870,1469,837
464,562,833,1380,784
460,561,806,1305,729
457,551,788,1241,677
452,549,767,1179,635
451,554,764,1138,597
449,545,760,1103,575
449,549,756,1078,555
452,553,758,1064,541
458,572,761,1065,535
457,582,778,1058,525
461,598,787,1075,527
468,624,815,1089,527
479,662,845,1116,528
490,691,883,1153,531
503,749,937,1183,529
524,805,986,1236,538
550,865,1046,1292,536
573,938,1117,1341,544
607,1005,1186,1424,546
637,1065,1251,1479,548
681,1135,1323,1557,561
698,1171,1372,1620,558
735,1217,1418,1681,574
756,1230,1445,1752,573
775,1229,1469,1806,582
783,1202,1471,1862,592
779,1155,1471,1897,597
776,1112,1438,1926,609
750,1042,1401,1966,607
725,987,1361,1984,618
693,924,1310,1980,618
653,850,1251,1947,622
620,790,1191,1919,612
581,734,1126,1851,615
555,685,1067,1772,606
518,646,1001,1690,595
503,614,948,1596,583
486,594,898,1512,574
472,578,865,1412,566
461,561,829,1327,556
454,550,798,1245,544
456,549,774,1188,531
449,541,760,1150,530
456,538,757,1118,528
452,543,747,1090,529
451,549,742,1068,525
450,549,750,1080,525
454,567,752,1076,522
456,571,759,1088,527
468,590,778,1101,522
472,613,809,1122,525
483,646,835,1146,532
494,689,878,1186,536
516,740,916,1214,530
539,807,976,1270,533
559,863,1036,1314,542
596,930,1098,1380,553
633,1010,1175,1453,548
657,1080,1244,1518,554
696,1139,1311,1585,559
736,1191,1375,1674,570
761,1237,1423,1743,578
783,1243,1455,1811,588
796,1241,1467,1876,593
810,1231,1479,1946,605
803,1188,1470,1998,609
777,1123,1444,2028,611
755,1076,1412,2064,620
719,994,1356,2049,630
680,919,1309,2032,628
644,844,1258,2006,620
602,787,1187,1950,620
570,732,1128,1878,610
541,682,1067,1797,598
517,643,1012,1705,591
494,608,959,1598,580
478,591,919,1514,579
469,577,872,1440,567
458,562,841,1373,556
461,553,809,1336,552
457,549,792,1309,543
450,546,775,1303,551
451,550,767,1323,551
456,548,767,1343,557
457,554,772,1379,562
456,560,773,1422,575
462,563,780,1468,573
467,578,796,1510,579
477,594,804,1526,584
479,620,830,1558,588
492,654,857,1565,584
506,687,886,1572,591
521,733,934,1580,579
555,791,986,1576,579
585,859,1035,1577,576
613,921,1101,1599,574
641,998,1173,1619,579
684,1062,1245,1665,574
721,1141,1305,1697,577
760,1199,1368,1770,585
786,1235,1421,1823,585
807,1266,1451,1885,601
825,1269,1475,1951,601
821,1243,1479,2003,604
815,1212,1472,2039,614
792,1158,1443,2064,620
758,1095,1411,2077,626
725,1010,1366,2060,629
684,934,1320,2038,621
642,866,1248,1993,615
607,799,1203,1930,611
567,740,1140,1847,608
537,687,1084,1772,597
515,649,1034,1675,585
494,612,989,1596,577
484,592,935,1512,569
473,573,893,1444,572
465,563,861,1394,561
455,553,832,1357,561
458,550,808,1345,556
453,546,786,1344,560
451,544,782,1359,553
454,545,773,1388,563
457,548,773,1408,566
464,560,780,1447,570
465,569,777,1471,579
467,571,787,1484,578
474,591,807,1500,578
488,619,823,1511,580
499,640,854,1510,577
518,685,887,1501,570
538,733,926,1484,570
567,789,976,1507,567
594,855,1042,1518,568
635,932,1107,1548,574
678,1007,1178,1591,570
719,1094,1247,1654,573
759,1166,1325,1714,581
791,1228,1388,1797,588
821,1278,1446,1878,596
843,1310,1475,1950,605
857,1310,1493,1999,608
854,1299,1510,2058,614
844,1269,1494,2094,624
818,1207,1468,2110,625
786,1141,1428,2104,630
740,1061,1389,2078,621
695,973,1335,2040,618
651,894,1274,1982,620
609,819,1212,1911,617
585,761,1159,1845,603
541,706,1116,1766,593
518,657,1056,1677,583
497,629,1018,1617,579
480,601,967,1547,567
469,587,924,1490,569
461,567,892,1453,567
463,558,861,1436,568
459,555,831,1422,568
457,551,815,1430,563
462,550,798,1443,568
455,550,794,1461,569
457,549,781,1484,577
460,555,786,1499,581
470,567,793,1509,581
474,579,795,1520,581
478,598,813,1512,578
485,617,823,1496,579
497,651,856,1482,572
522,694,887,1481,565
544,739,929,1475,564
570,791,978,1492,567
603,863,1039,1510,565
638,947,1109,1562,567
681,1019,1187,1615,568
717,1095,1256,1690,574
749,1173,1328,1757,579
798,1234,1403,1849,598
815,1277,1441,1933,600
825,1302,1483,2005,611
828,1309,1497,2062,617
820,1283,1503,2101,621
804,1244,1481,2114,624
771,1179,1452,2112,630
732,1105,1410,2079,625
693,1028,1364,2052,615
645,946,1311,2000,617
618,865,1253,1935,609
579,790,1205,1862,606
546,735,1157,1788,598
519,688,1104,1720,592
501,654,1066,1665,583
486,616,1012,1609,581
474,598,977,1575,574
472,577,948,1542,576
465,571,920,1521,572
464,568,882,1519,575
463,563,853,1509,567
463,557,835,1517,578
460,554,813,1516,579
460,556,803,1519,575
469,551,793,1515,579
469,559,790,1519,574
482,562,783,1492,575
482,570,786,1470,575
495,576,789,1444,571
505,594,797,1415,565
520,609,816,1384,563
539,633,827,1365,563
561,664,850,1359,557
595,696,877,1364,544
619,724,896,1380,555
654,754,943,1408,555
683,796,957,1451,557
712,834,997,1514,570
732,854,1022,1557,576
750,882,1053,1623,584
753,885,1069,1682,589
750,883,1091,1715,600
742,869,1109,1766,600
735,854,1105,1792,599
706,833,1111,1810,612
670,804,1110,1803,618
639,763,1103,1801,626
603,731,1100,1775,625
568,695,1096,1748,633
545,670,1091,1728,649
520,645,1075,1697,660
502,628,1075,1679,690
493,606,1050,1661,714
477,599,1048,1643,747
470,583,1020,1635,798
465,576,994,1629,847
463,570,961,1624,895
457,565,939,1634,954
462,563,912,1635,1005
462,561,884,1619,1055
459,562,866,1620,1082
460,554,844,1608,1107
466,561,834,1582,1105
469,558,819,1565,1100
472,560,814,1539,1068
