Blue,Green,Yellow,Red,Orange
398,437,595,824,476
397,436,600,822,478
399,441,600,826,478
396,434,602,829,481
396,437,602,834,478
396,435,603,829,477
399,438,604,829,477
400,438,597,834,478
396,436,599,827,476
398,438,600,826,481
396,438,597,829,471
398,436,604,827,475
398,437,600,834,477
396,431,599,833,479
399,438,599,825,475
394,438,601,825,481
399,439,603,823,479
399,437,602,832,482
399,437,599,823,477
400,435,599,831,479
399,439,597,827,469
397,437,600,824,483
401,435,599,829,477
400,433,600,831,479
399,436,603,829,479
398,441,605,833,478
397,442,602,832,477
397,434,601,836,476
394,436,600,827,479
399,437,596,822,477
396,439,601,829,481
401,437,594,825,483
401,438,602,831,480
401,437,597,828,476
394,435,600,827,480
397,434,601,826,477
397,435,600,826,481
401,437,606,826,480
399,437,598,827,480
398,435,602,830,475
403,435,599,827,472
399,441,602,832,478
398,433,601,834,475
399,438,605,827,476
396,440,602,826,481
400,439,603,835,479
396,436,597,834,479
400,436,600,827,482
398,438,599,823,477
400,435,604,832,478
398,437,601,829,478
400,437,606,829,476
396,438,601,829,479
397,434,600,825,479
399,437,602,832,488
399,439,599,832,478
395,439,600,832,479
399,439,607,823,482
400,443,600,836,477
396,435,601,825,474
401,435,602,835,479
397,433,600,832,474
397,438,600,824,475
396,437,604,830,478
397,438,604,838,473
403,438,604,824,480
405,439,598,832,480
398,440,600,827,475
399,436,599,833,478
403,433,599,829,474
399,436,604,823,478
396,433,598,824,476
400,436,603,832,474
401,435,595,833,475
398,437,601,823,477
397,433,601,825,479
400,437,598,830,479
398,434,597,827,476
395,435,600,825,476
400,438,604,828,483
399,435,594,829,470
397,436,602,821,474
397,438,600,828,478
397,434,601,830,480
394,435,601,828,480
398,437,603,826,476
399,435,600,832,476
397,434,599,827,477
398,435,596,828,477
401,434,603,826,477
395,436,600,828,477
393,433,599,825,477
401,440,601,825,475
399,438,600,828,478
392,436,595,829,476
395,435,596,826,478
398,436,595,827,477
400,438,598,829,479
402,437,597,829,477
395,438,601,828,478
398,434,600,827,477
399,428,601,828,476
396,431,602,826,479
399,437,598,823,479
399,431,600,824,478
398,434,599,828,477
401,435,595,831,477
401,436,600,826,476
394,440,598,826,475
398,435,599,825,474
397,429,596,827,481
399,435,601,826,479
396,438,596,828,474
403,435,600,828,473
397,435,594,829,485
398,434,599,825,472
400,437,599,831,478
395,435,593,821,479
398,433,601,834,479
400,432,596,829,481
399,435,598,824,473
401,436,598,824,479
394,437,600,817,481
395,435,595,823,477
399,440,598,823,477
397,438,596,829,478
400,439,599,822,474
398,441,600,828,477
400,437,598,828,483
400,439,599,821,478
398,432,600,827,476
401,436,599,827,476
401,433,594,823,480
396,441,596,829,478
395,436,603,829,476
395,440,598,828,480
396,432,603,827,478
399,432,597,826,477
400,433,598,829,480
395,434,600,822,479
398,437,599,831,478
399,431,596,826,480
401,434,599,824,475
399,430,604,830,479
397,436,599,828,476
397,442,596,825,476
398,437,601,828,479
398,432,598,828,479
399,439,600,838,477
395,438,595,829,479
399,435,597,829,475
397,431,607,831,477
396,433,602,826,479
396,439,600,825,475
396,430,597,827,473
399,439,600,828,477
398,435,601,825,477
401,438,599,824,476
398,435,597,825,476
398,437,594,832,480
403,433,597,832,479
396,438,604,830,474
400,437,600,835,477
397,437,597,826,474
399,431,601,825,477
400,434,599,834,477
395,433,597,832,481
397,436,601,823,479
395,436,598,826,475
395,433,599,832,476
399,438,598,826,478
399,437,597,821,478
396,431,598,824,482
395,436,601,827,475
399,436,601,826,481
399,437,600,831,478
395,437,596,830,474
397,433,600,832,481
400,437,603,828,478
398,437,601,828,477
399,436,601,828,475
399,435,596,820,477
398,439,599,826,476
396,435,604,821,483
398,437,597,822,477
396,438,596,824,484
399,433,598,828,477
396,435,599,827,484
401,433,601,829,476
401,434,603,826,478
395,435,599,825,477
401,432,597,824,477
399,436,598,826,474
395,438,605,828,473
394,435,598,826,476
398,437,601,828,478
397,433,598,827,480
399,434,599,834,477
398,436,598,823,479
391,442,599,825,481
393,434,598,823,477
397,433,600,828,478
400,435,593,823,482
397,432,595,829,476
398,434,596,825,476
397,434,599,829,476
398,436,601,827,477
395,435,601,825,476
396,433,596,823,475
398,439,593,825,475
398,433,591,826,479
399,431,594,823,474
395,433,599,822,477
399,433,598,824,476
391,432,597,822,475
392,434,599,822,478
397,431,596,826,476
396,436,596,821,480
396,433,597,823,478
399,432,595,827,482
397,432,598,817,475
395,433,595,823,474
393,436,594,824,480
398,435,600,824,476
394,435,599,827,474
398,438,595,822,476
396,439,595,827,480
400,430,594,821,480
396,435,589,822,478
398,436,600,819,475
397,435,598,829,478
394,429,598,822,481
396,429,595,826,478
395,434,597,828,474
397,435,597,823,478
395,435,599,822,478
398,431,596,822,475
400,433,595,826,476
399,427,594,826,477
397,439,595,824,477
406,431,601,819,478
398,435,597,826,472
399,432,595,821,477
392,433,597,822,480
399,433,597,823,480
396,430,598,818,476
394,436,601,827,478
400,433,594,815,483
399,432,599,818,478
394,437,594,820,477
392,437,596,827,476
400,431,597,824,472
399,433,598,826,478
395,429,584,820,476
398,439,594,828,480
396,437,594,821,475
394,433,599,824,477
400,432,595,824,470
398,429,596,818,466
400,441,595,828,480
400,434,599,820,477
396,433,595,823,477
401,436,599,826,472
398,433,596,821,478
394,432,596,823,476
395,433,603,826,478
398,434,594,820,480
398,431,596,827,477
395,432,597,827,475
398,436,601,823,480
394,436,596,819,482
395,434,598,820,477
391,434,596,820,480
397,434,592,828,474
397,432,594,817,477
397,435,596,826,478
396,436,600,825,473
396,434,594,819,471
396,432,595,828,478
399,435,598,824,479
394,431,594,829,476
394,434,595,822,480
399,438,593,824,474
396,429,597,821,476
398,434,600,817,477
401,434,599,817,476
384,436,597,822,474
398,438,595,822,475
394,430,599,824,477
400,434,596,816,478
395,432,597,822,477
399,432,599,823,476
402,432,599,823,476
395,438,597,823,480
400,431,597,824,479
397,434,597,824,478
394,435,600,824,471
396,430,598,826,475
401,432,596,821,476
399,435,594,820,478
397,432,596,828,476
400,436,593,831,476
391,431,596,820,473
396,430,594,821,475
396,437,590,820,476
398,434,597,819,476
397,436,595,823,475
399,432,598,826,478
400,432,600,825,476
399,434,598,821,480
395,433,594,822,480
395,428,597,821,475
397,435,595,823,476
401,431,593,824,472
398,431,601,823,476
396,432,586,826,479
401,428,594,824,479
398,434,593,819,482
391,436,592,824,474
398,432,596,820,481
401,434,595,819,480
399,433,601,820,475
394,435,599,822,477
397,429,591,822,475
392,432,599,820,473
400,433,598,818,476
397,432,597,816,477
397,434,600,827,476
394,430,595,821,478
396,432,600,820,474
395,435,602,816,478
397,434,600,821,479
397,431,600,826,476
395,435,590,819,475
398,440,598,823,476
397,433,597,822,476
394,432,593,818,479
395,433,602,820,476
396,430,600,827,478
393,427,592,812,473
395,431,592,826,480
395,430,595,821,477
398,435,590,820,479
393,433,596,815,475
397,428,599,823,472
395,433,597,819,474
395,430,598,819,478
394,436,599,827,475
397,431,598,819,478
398,434,595,819,482
396,429,595,824,472
393,433,597,822,474
400,431,596,825,476
394,433,595,816,479
397,427,591,825,477
399,433,598,818,475
399,433,595,824,477
396,436,599,818,479
394,433,597,823,476
397,436,596,815,480
396,433,593,825,477
400,432,597,819,477
395,430,595,818,475
391,432,592,822,477
398,437,597,823,480
395,433,598,819,479
397,430,595,822,474
396,435,595,822,480
394,440,596,825,478
388,432,591,827,478
396,430,596,818,476
393,436,604,817,479
394,443,602,818,475
397,430,584,822,477
395,433,593,822,474
397,427,596,826,473
395,437,596,817,479
395,434,592,818,480
397,436,594,817,475
397,434,594,816,479
398,434,595,823,482
395,433,599,819,474
396,432,590,818,476
395,428,593,817,476
397,436,596,820,476
396,431,599,819,475
397,437,593,825,479
395,433,596,823,476
401,433,593,824,478
393,439,597,820,475
395,431,594,821,473
393,435,591,820,473
397,435,591,819,475
394,431,596,817,479
397,430,593,824,475
395,432,596,822,477
393,433,595,816,474
395,433,592,817,476
399,437,595,820,482
396,431,594,819,481
391,440,595,820,478
394,434,594,823,475
398,431,597,813,478
397,434,593,813,477
396,430,590,815,477
397,432,597,818,477
396,434,589,823,476
396,434,595,818,475
405,432,594,824,476
398,431,601,824,468
392,432,598,825,476
396,431,592,821,478
398,434,586,817,481
398,428,594,817,478
397,433,599,828,478
397,428,599,827,478
394,431,597,815,478
398,433,590,822,475
395,432,598,824,477
393,432,594,817,474
397,434,593,816,484
395,433,597,819,479
397,433,595,820,478
396,430,590,826,475
397,431,596,825,472
393,429,599,821,473
394,434,593,821,474
394,434,596,822,476
401,436,585,822,477
400,435,594,824,475
396,433,592,817,473
397,433,591,818,477
395,436,591,818,480
397,432,595,826,477
396,428,600,819,469
397,430,596,822,477
390,431,592,823,475
394,432,595,823,476
399,432,597,826,476
397,434,595,820,479
395,435,590,821,473
395,430,592,817,479
395,431,594,821,473
399,433,596,820,475
393,430,593,821,475
394,434,597,822,476
398,430,595,820,476
395,435,590,819,478
397,430,593,821,475
395,434,596,825,479
391,434,593,820,473
394,432,593,825,475
397,432,594,822,474
400,433,592,813,476
396,436,592,822,475
395,431,594,816,476
397,432,597,817,476
398,428,601,817,480
399,430,599,823,478
392,435,591,817,476
391,431,592,816,475
397,430,592,821,478
399,431,590,815,472
395,433,594,818,477
395,431,590,820,476
397,432,595,820,474
395,439,594,817,476
395,430,594,811,475
393,433,593,822,479
396,435,586,823,475
399,429,589,819,475
402,429,590,822,475
398,433,592,818,478
396,434,593,813,474
394,434,589,824,478
397,430,597,821,475
397,431,596,820,474
391,432,594,818,478
396,432,596,822,471
395,434,595,816,479
395,432,595,819,478
397,435,592,821,473
393,433,596,821,477
398,434,590,816,481
395,434,590,820,475
394,431,593,812,477
397,441,594,820,475
393,432,592,821,478
398,431,597,819,475
391,431,594,816,477
400,433,596,818,478
393,431,596,819,475
395,429,591,820,473
395,435,594,812,476
399,431,588,819,475
397,431,594,816,478
394,431,585,820,476
394,429,593,817,475
395,432,594,816,477
402,429,594,815,482
396,428,596,817,477
394,428,592,821,479
397,429,593,824,470
397,430,593,817,475
395,431,587,814,478
393,432,591,818,477
395,425,592,815,469
391,430,595,820,478
394,433,597,817,476
392,426,590,816,474
400,430,598,819,472
395,431,592,823,474
393,429,594,823,473
391,434,593,818,474
392,428,591,815,479
398,434,594,817,474
394,432,593,817,475
395,431,591,813,479
400,435,598,819,476
398,431,593,819,476
399,432,591,824,471
396,432,596,815,473
396,429,597,813,477
392,427,590,819,477
395,428,593,820,470
397,429,587,820,477
396,432,599,817,478
393,434,597,814,477
394,430,594,816,476
397,430,591,825,480
395,423,594,818,474
393,433,592,818,476
396,436,591,814,476
397,433,593,815,477
399,432,590,822,468
395,428,593,818,474
395,432,595,820,473
390,432,592,817,474
395,431,591,814,475
400,429,591,820,470
397,432,591,818,475
397,435,594,822,475
398,431,594,818,465
398,432,593,821,479
394,428,593,807,478
394,430,593,822,472
396,431,595,820,475
392,429,591,822,479
396,429,594,812,482
398,431,593,817,473
398,434,596,821,473
397,429,590,821,475
397,432,591,819,475
398,431,590,818,474
399,432,593,813,474
393,429,588,814,476
394,428,592,816,477
397,430,590,821,479
393,428,599,814,473
392,431,591,819,475
393,427,589,823,473
397,429,597,818,483
398,427,595,815,475
395,434,591,816,479
392,432,594,818,478
397,431,599,813,476
393,430,589,814,472
400,430,593,818,476
396,430,591,819,476
394,428,593,812,478
396,429,591,821,476
396,430,588,816,476
393,433,590,817,480
394,434,589,816,475
398,428,591,818,475
401,433,596,819,477
396,431,589,822,475
395,427,591,814,475
394,427,591,819,472
395,426,591,823,480
394,435,590,821,471
397,430,596,819,478
396,431,591,814,476
393,429,590,810,478
394,428,591,817,478
395,431,598,815,475
392,437,592,817,474
394,433,593,817,473
393,428,591,815,475
397,429,594,816,474
398,431,589,812,475
393,431,594,820,475
394,427,588,819,469
397,424,593,820,477
396,431,591,816,472
398,432,593,816,476
396,429,593,820,478
396,430,587,810,472
396,429,590,813,472
398,430,590,811,478
395,432,589,817,475
391,435,595,820,470
399,429,589,809,472
395,427,590,816,475
398,433,593,819,476
391,433,594,820,469
395,434,592,816,474
398,431,590,817,470
397,428,587,816,477
394,426,595,814,476
391,430,587,819,475
391,429,592,811,472
393,430,588,816,468
396,429,594,819,472
393,432,590,820,476
398,428,594,823,475
396,424,590,817,471
402,428,593,815,475
394,431,592,820,476
395,430,595,815,474
392,433,590,814,480
399,426,596,815,476
395,436,587,818,472
399,430,588,815,477
392,430,595,820,473
394,430,588,816,473
396,429,589,824,470
394,433,589,814,474
396,433,593,810,473
395,427,593,820,471
399,431,590,821,476
395,433,591,813,473
391,429,592,809,473
395,426,595,819,474
393,426,593,822,477
406,428,591,816,478
393,429,582,818,472
393,432,593,816,476
394,431,592,819,474
395,429,592,818,476
395,435,589,812,472
397,431,594,815,474
398,428,594,816,472
394,434,592,817,469
397,432,587,814,474
397,430,594,815,474
391,430,593,821,471
397,428,592,814,475
398,430,587,809,479
389,431,596,816,473
395,428,595,810,476
398,432,593,817,473
395,430,591,814,476
395,429,592,818,474
396,431,594,812,475
391,426,591,814,482
396,431,591,815,481
396,429,593,816,474
397,430,593,814,477
394,432,582,814,473
393,429,594,813,477
394,428,583,817,470
395,429,595,814,478
396,428,592,818,472
393,429,590,815,471
398,430,594,817,474
395,428,590,819,470
395,427,585,817,472
395,431,595,816,473
393,429,589,817,475
395,429,595,815,476
394,424,593,816,472
396,430,587,809,472
396,431,589,816,474
395,432,590,822,471
395,432,586,826,472
393,430,594,815,474
393,437,591,814,478
394,438,597,818,477
397,432,594,817,470
399,431,592,811,478
395,424,592,817,477
396,428,591,813,475
395,430,594,818,470
395,430,593,818,478
394,430,587,818,472
392,432,594,811,474
393,430,590,814,473
396,432,594,813,477
395,429,588,817,476
395,430,594,824,472
396,430,589,818,476
397,431,587,812,474
395,427,591,820,470
394,431,587,821,477
394,429,592,818,471
395,430,588,819,481
394,431,589,810,477
395,421,589,812,474
390,430,593,812,474
394,431,586,816,475
397,427,589,813,476
396,425,587,810,473
393,427,595,810,470
393,427,596,815,473
394,431,590,813,471
392,429,592,813,474
391,436,588,814,472
392,429,595,813,474
393,429,592,812,472
394,428,592,818,473
391,431,589,813,476
396,433,591,810,479
395,429,588,810,470
399,429,585,813,475
393,429,591,817,469
393,430,600,817,476
401,431,588,816,473
398,429,589,814,475
391,432,593,814,474
394,432,597,817,471
395,429,588,816,473
394,431,591,812,477
396,429,594,815,476
389,431,593,815,475
394,429,593,814,474
394,425,588,815,478
395,426,593,816,472
393,431,587,816,475
393,427,584,815,474
394,428,587,818,474
397,428,592,815,473
398,427,594,813,475
391,435,590,813,473
396,432,588,814,477
396,430,590,811,474
393,427,592,810,473
396,428,589,811,477
396,431,588,816,467
391,431,587,817,477
398,424,596,810,476
393,430,590,815,470
395,429,590,819,476
393,432,586,812,472
393,425,592,813,470
397,430,592,814,479
395,430,589,818,473
394,425,589,813,474
393,431,590,815,470
390,428,590,817,469
392,426,585,817,472
394,425,598,811,471
398,429,593,816,471
394,426,592,812,476
392,431,583,815,474
396,430,586,821,472
395,427,591,816,476
395,431,591,812,474
401,427,588,812,473
397,427,591,815,474
396,428,590,810,477
395,429,587,816,467
396,428,586,811,471
394,427,593,813,473
395,430,586,816,472
399,431,590,811,471
391,431,592,812,476
393,431,591,812,470
399,429,598,816,475
388,430,587,811,476
395,423,593,812,469
394,431,588,813,472
394,427,592,811,479
395,431,586,820,474
393,424,587,819,475
396,422,591,815,477
393,433,581,809,477
396,430,589,813,474
394,427,587,813,471
396,430,590,818,472
396,424,588,818,478
397,429,589,814,472
394,431,590,813,479
394,427,588,819,473
395,428,586,813,470
395,425,591,813,472
393,426,590,814,474
395,434,590,812,478
394,430,589,808,475
394,431,590,814,470
394,429,589,813,475
393,431,589,811,474
398,429,593,813,473
393,428,586,810,476
390,427,588,815,480
393,424,589,815,475
397,428,588,809,480
392,433,592,814,471
393,428,586,815,474
387,426,592,813,476
395,427,595,818,474
393,431,584,811,476
395,423,589,819,474
396,427,591,810,479
396,428,592,810,473
395,428,591,809,479
392,431,591,817,471
395,427,590,812,473
399,426,589,815,479
396,430,594,813,473
394,432,587,805,474
398,429,591,816,472
395,429,586,810,479
394,429,592,812,475
393,428,580,808,469
393,427,588,812,474
394,429,587,821,474
395,426,593,813,472
391,428,593,816,473
396,430,591,818,472
389,426,576,811,477
393,430,589,817,471
393,427,594,818,469
397,426,590,816,476
397,430,593,814,473
396,427,589,818,471
394,428,583,815,474
396,431,584,811,475
399,430,591,806,474
392,430,589,816,475
393,430,586,815,477
391,429,587,818,477
396,431,585,813,475
394,430,588,814,475
391,432,593,810,475
397,427,586,812,474
397,425,589,815,472
393,428,588,808,479
395,429,587,811,475
396,426,589,809,473
396,431,584,815,469
393,423,587,811,473
398,429,591,812,476
394,427,593,806,475
391,429,587,818,473
395,427,590,814,474
393,428,587,810,472
392,431,585,812,479
393,425,593,811,472
395,427,583,809,475
392,428,589,815,477
391,429,588,817,472
393,427,585,817,475
393,428,588,816,477
392,427,593,813,475
393,426,587,816,470
391,431,592,809,475
393,427,586,818,472
396,429,588,814,473
391,429,591,808,476
394,428,586,815,479
395,426,591,812,472
395,428,587,811,471
396,428,594,817,471
396,427,595,815,477
394,428,583,811,477
394,428,585,812,475
396,424,586,814,477
396,431,583,810,476
395,429,584,811,476
395,422,587,811,475
394,429,587,816,473
396,431,589,808,473
398,428,590,806,480
393,429,581,800,477
391,429,591,811,472
391,428,588,812,475
395,429,591,813,478
396,429,587,810,479
389,430,588,811,471
395,427,588,813,477
393,426,590,812,473
